title,abstract,detailed_text,year,month,source_type,tech_field,trl
Systems and methods for private authentication with helper networks,"[{'text': 'Helper neural network can play a role in augmenting authentication services that are based on neural network architectures. For example, helper networks are configured to operate as a gateway on identification information used to identify users, enroll users, and/or construct authentication models (e.g., embedding and/or prediction networks). Assuming, that both good and bad identification information samples are taken as part of identification information capture, the helper networks operate to filter out bad identification information prior to training, which prevents, for example, identification information that is valid but poorly captured from impacting identification, training, and/or prediction using various neural networks. Additionally, helper networks can also identify and prevent presentation attacks or submission of spoofed identification information as part of processing and/or validation.', 'language': 'en', 'truncated': False}
 {'text': 'Helper neural network can play a role in augmenting authentication services that are based on neural network architectures. For example, helper networks are configured to operate as a gateway on identification information used to identify users, enroll users, and/or construct authentication models (e.g., embedding and/or prediction networks). Assuming, that both good and bad identification information samples are taken as part of identification information capture, the helper networks operate to filter out bad identification information prior to training, which prevents, for example, identification information that is valid but poorly captured from impacting identification, training, and/or prediction using various neural networks. Additionally, helper networks can also identify and prevent presentation attacks or submission of spoofed identification information as part of processing and/or validation.', 'language': 'en', 'truncated': False}]","[{'text': 'Helper neural network can play a role in augmenting authentication services that are based on neural network architectures. For example, helper networks are configured to operate as a gateway on identification information used to identify users, enroll users, and/or construct authentication models (e.g., embedding and/or prediction networks). Assuming, that both good and bad identification information samples are taken as part of identification information capture, the helper networks operate to filter out bad identification information prior to training, which prevents, for example, identification information that is valid but poorly captured from impacting identification, training, and/or prediction using various neural networks. Additionally, helper networks can also identify and prevent presentation attacks or submission of spoofed identification information as part of processing and/or validation.', 'language': 'en', 'truncated': False}
 {'text': 'Helper neural network can play a role in augmenting authentication services that are based on neural network architectures. For example, helper networks are configured to operate as a gateway on identification information used to identify users, enroll users, and/or construct authentication models (e.g., embedding and/or prediction networks). Assuming, that both good and bad identification information samples are taken as part of identification information capture, the helper networks operate to filter out bad identification information prior to training, which prevents, for example, identification information that is valid but poorly captured from impacting identification, training, and/or prediction using various neural networks. Additionally, helper networks can also identify and prevent presentation attacks or submission of spoofed identification information as part of processing and/or validation.', 'language': 'en', 'truncated': False}] Systems and methods for private authentication with helper networks",2025,10,patent,G06V40/70,
"Machine learning systems and methods for assessment, healing prediction, and treatment of wounds","[{'text': 'Machine learning systems and methods are disclosed for prediction of wound healing, such as for diabetic foot ulcers or other wounds, and for assessment implementations such as segmentation of images into wound regions and non-wound regions. Systems for assessing or predicting wound healing can include a light detection element configured to collect light of at least a first wavelength reflected from a tissue region including a wound, and one or more processors configured to generate an image based on a signal from the light detection element having pixels depicting the tissue region, determine reflectance intensity values for at least a subset of the pixels, determine one or more quantitative features of the subset of the plurality of pixels based on the reflectance intensity values, and generate a predicted or assessed healing parameter associated with the wound over a predetermined time interval.', 'language': 'en', 'truncated': False}
 {'text': 'Machine learning systems and methods are disclosed for prediction of wound healing, such as for diabetic foot ulcers or other wounds, and for assessment implementations such as segmentation of images into wound regions and non-wound regions. Systems for assessing or predicting wound healing can include a light detection element configured to collect light of at least a first wavelength reflected from a tissue region including a wound, and one or more processors configured to generate an image based on a signal from the light detection element having pixels depicting the tissue region, determine reflectance intensity values for at least a subset of the pixels, determine one or more quantitative features of the subset of the plurality of pixels based on the reflectance intensity values, and generate a predicted or assessed healing parameter associated with the wound over a predetermined time interval.', 'language': 'en', 'truncated': False}]","[{'text': 'Machine learning systems and methods are disclosed for prediction of wound healing, such as for diabetic foot ulcers or other wounds, and for assessment implementations such as segmentation of images into wound regions and non-wound regions. Systems for assessing or predicting wound healing can include a light detection element configured to collect light of at least a first wavelength reflected from a tissue region including a wound, and one or more processors configured to generate an image based on a signal from the light detection element having pixels depicting the tissue region, determine reflectance intensity values for at least a subset of the pixels, determine one or more quantitative features of the subset of the plurality of pixels based on the reflectance intensity values, and generate a predicted or assessed healing parameter associated with the wound over a predetermined time interval.', 'language': 'en', 'truncated': False}
 {'text': 'Machine learning systems and methods are disclosed for prediction of wound healing, such as for diabetic foot ulcers or other wounds, and for assessment implementations such as segmentation of images into wound regions and non-wound regions. Systems for assessing or predicting wound healing can include a light detection element configured to collect light of at least a first wavelength reflected from a tissue region including a wound, and one or more processors configured to generate an image based on a signal from the light detection element having pixels depicting the tissue region, determine reflectance intensity values for at least a subset of the pixels, determine one or more quantitative features of the subset of the plurality of pixels based on the reflectance intensity values, and generate a predicted or assessed healing parameter associated with the wound over a predetermined time interval.', 'language': 'en', 'truncated': False}] Machine learning systems and methods for assessment, healing prediction, and treatment of wounds",2025,10,patent,G06T2207/30096,
Smart ring system for monitoring UVB exposure levels and using machine learning technique to predict high risk driving behavior,"[{'text': 'A method for predicting risk exposure includes receiving a particular set of data acquired via a sensor. The method for predicting risk exposure further can include analyzing, via a machine learning (ML) model, the particular set of data. The analyzing can include determining that the particular set of data represents a particular light exposure pattern corresponding to a light exposure pattern correlated with a risk pattern. The ML model can be trained with a first set of data and a second set of data to identify a correlation between the light exposure pattern and the risk pattern. The method for predicting risk exposure also can include predicting a risk exposure for a user based on the particular set of data. The method for predicting risk exposure also can include providing a notice indicating the risk exposure.', 'language': 'en', 'truncated': False}
 {'text': 'A method for predicting risk exposure includes receiving a particular set of data acquired via a sensor. The method for predicting risk exposure further can include analyzing, via a machine learning (ML) model, the particular set of data. The analyzing can include determining that the particular set of data represents a particular light exposure pattern corresponding to a light exposure pattern correlated with a risk pattern. The ML model can be trained with a first set of data and a second set of data to identify a correlation between the light exposure pattern and the risk pattern. The method for predicting risk exposure also can include predicting a risk exposure for a user based on the particular set of data. The method for predicting risk exposure also can include providing a notice indicating the risk exposure.', 'language': 'en', 'truncated': False}]","[{'text': 'A method for predicting risk exposure includes receiving a particular set of data acquired via a sensor. The method for predicting risk exposure further can include analyzing, via a machine learning (ML) model, the particular set of data. The analyzing can include determining that the particular set of data represents a particular light exposure pattern corresponding to a light exposure pattern correlated with a risk pattern. The ML model can be trained with a first set of data and a second set of data to identify a correlation between the light exposure pattern and the risk pattern. The method for predicting risk exposure also can include predicting a risk exposure for a user based on the particular set of data. The method for predicting risk exposure also can include providing a notice indicating the risk exposure.', 'language': 'en', 'truncated': False}
 {'text': 'A method for predicting risk exposure includes receiving a particular set of data acquired via a sensor. The method for predicting risk exposure further can include analyzing, via a machine learning (ML) model, the particular set of data. The analyzing can include determining that the particular set of data represents a particular light exposure pattern corresponding to a light exposure pattern correlated with a risk pattern. The ML model can be trained with a first set of data and a second set of data to identify a correlation between the light exposure pattern and the risk pattern. The method for predicting risk exposure also can include predicting a risk exposure for a user based on the particular set of data. The method for predicting risk exposure also can include providing a notice indicating the risk exposure.', 'language': 'en', 'truncated': False}] Smart ring system for monitoring UVB exposure levels and using machine learning technique to predict high risk driving behavior",2025,10,patent,H02J7/02,
"Systems, devices, and methods for non-invasive image-based plaque analysis and risk determination","[{'text': 'Various embodiments described herein relate to systems, devices, and methods for non-invasive image-based plaque analysis and risk determination. In particular, in some embodiments, the systems, devices, and methods described herein are related to analysis of one or more regions of plaque, such as for example coronary plaque, using non-invasively obtained images that can be analyzed using computer vision or machine learning to identify, diagnose, characterize, treat and/or track coronary artery disease.', 'language': 'en', 'truncated': False}
 {'text': 'Various embodiments described herein relate to systems, devices, and methods for non-invasive image-based plaque analysis and risk determination. In particular, in some embodiments, the systems, devices, and methods described herein are related to analysis of one or more regions of plaque, such as for example coronary plaque, using non-invasively obtained images that can be analyzed using computer vision or machine learning to identify, diagnose, characterize, treat and/or track coronary artery disease.', 'language': 'en', 'truncated': False}]","[{'text': 'Various embodiments described herein relate to systems, devices, and methods for non-invasive image-based plaque analysis and risk determination. In particular, in some embodiments, the systems, devices, and methods described herein are related to analysis of one or more regions of plaque, such as for example coronary plaque, using non-invasively obtained images that can be analyzed using computer vision or machine learning to identify, diagnose, characterize, treat and/or track coronary artery disease.', 'language': 'en', 'truncated': False}
 {'text': 'Various embodiments described herein relate to systems, devices, and methods for non-invasive image-based plaque analysis and risk determination. In particular, in some embodiments, the systems, devices, and methods described herein are related to analysis of one or more regions of plaque, such as for example coronary plaque, using non-invasively obtained images that can be analyzed using computer vision or machine learning to identify, diagnose, characterize, treat and/or track coronary artery disease.', 'language': 'en', 'truncated': False}] Systems, devices, and methods for non-invasive image-based plaque analysis and risk determination",2025,10,patent,G06T2207/30104,
Multi-channel protein voxelization to predict variant pathogenicity using deep convolutional neural networks,"[{'text': 'A system includes at least a voxelizer, an alternative allele encoder, an evolutionary conservation encoder, and a convolutional neural network. The voxelizer accesses a three-dimensional structure of a reference amino acid sequence of a protein and fits a three-dimensional grid of voxels on atoms in the three-dimensional structure on an amino acid-basis to generate amino acid-wise distance channels. The alternative allele encoder encodes an alternative allele sequence to each voxel in the three-dimensional grid of voxels. The evolutionary conservation encoder encodes an evolutionary conservation sequence to each voxel in the three-dimensional grid of voxels. The convolutional neural network applies three-dimensional convolutions to a tensor that includes the amino acid-wise distance channels encoded with the alternative allele sequence and respective evolutionary conservation sequences and determines a pathogenicity of a variant nucleotide based at least in part on the tensor.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes at least a voxelizer, an alternative allele encoder, an evolutionary conservation encoder, and a convolutional neural network. The voxelizer accesses a three-dimensional structure of a reference amino acid sequence of a protein and fits a three-dimensional grid of voxels on atoms in the three-dimensional structure on an amino acid-basis to generate amino acid-wise distance channels. The alternative allele encoder encodes an alternative allele sequence to each voxel in the three-dimensional grid of voxels. The evolutionary conservation encoder encodes an evolutionary conservation sequence to each voxel in the three-dimensional grid of voxels. The convolutional neural network applies three-dimensional convolutions to a tensor that includes the amino acid-wise distance channels encoded with the alternative allele sequence and respective evolutionary conservation sequences and determines a pathogenicity of a variant nucleotide based at least in part on the tensor.', 'language': 'en', 'truncated': False}]","[{'text': 'A system includes at least a voxelizer, an alternative allele encoder, an evolutionary conservation encoder, and a convolutional neural network. The voxelizer accesses a three-dimensional structure of a reference amino acid sequence of a protein and fits a three-dimensional grid of voxels on atoms in the three-dimensional structure on an amino acid-basis to generate amino acid-wise distance channels. The alternative allele encoder encodes an alternative allele sequence to each voxel in the three-dimensional grid of voxels. The evolutionary conservation encoder encodes an evolutionary conservation sequence to each voxel in the three-dimensional grid of voxels. The convolutional neural network applies three-dimensional convolutions to a tensor that includes the amino acid-wise distance channels encoded with the alternative allele sequence and respective evolutionary conservation sequences and determines a pathogenicity of a variant nucleotide based at least in part on the tensor.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes at least a voxelizer, an alternative allele encoder, an evolutionary conservation encoder, and a convolutional neural network. The voxelizer accesses a three-dimensional structure of a reference amino acid sequence of a protein and fits a three-dimensional grid of voxels on atoms in the three-dimensional structure on an amino acid-basis to generate amino acid-wise distance channels. The alternative allele encoder encodes an alternative allele sequence to each voxel in the three-dimensional grid of voxels. The evolutionary conservation encoder encodes an evolutionary conservation sequence to each voxel in the three-dimensional grid of voxels. The convolutional neural network applies three-dimensional convolutions to a tensor that includes the amino acid-wise distance channels encoded with the alternative allele sequence and respective evolutionary conservation sequences and determines a pathogenicity of a variant nucleotide based at least in part on the tensor.', 'language': 'en', 'truncated': False}] Multi-channel protein voxelization to predict variant pathogenicity using deep convolutional neural networks",2025,10,patent,G06N3/045,
Bus network for artificial intelligence-based base caller,"[{'text': 'The technology disclosed relates to a system that comprises a spatial convolution network and a temporal convolution network. The spatial convolution network is configured to process a window of per-cycle sequencing image sets and generate respective per-cycle spatial feature map sets. Trained coefficients of spatial convolution filters in spatial convolution filter banks of respective sequences of spatial convolution filter banks vary between sequences of spatial convolution layers in respective sequences of spatial convolution layers. The temporal convolution network is configured to process the per-cycle spatial feature map sets on a groupwise basis and generate respective per-group temporal feature map sets. Trained coefficients of temporal convolution filters in respective temporal convolution filter banks vary between temporal convolution filter banks in respective temporal convolution filter banks.', 'language': 'en', 'truncated': False}
 {'text': 'The technology disclosed relates to a system that comprises a spatial convolution network and a temporal convolution network. The spatial convolution network is configured to process a window of per-cycle sequencing image sets and generate respective per-cycle spatial feature map sets. Trained coefficients of spatial convolution filters in spatial convolution filter banks of respective sequences of spatial convolution filter banks vary between sequences of spatial convolution layers in respective sequences of spatial convolution layers. The temporal convolution network is configured to process the per-cycle spatial feature map sets on a groupwise basis and generate respective per-group temporal feature map sets. Trained coefficients of temporal convolution filters in respective temporal convolution filter banks vary between temporal convolution filter banks in respective temporal convolution filter banks.', 'language': 'en', 'truncated': False}]","[{'text': 'The technology disclosed relates to a system that comprises a spatial convolution network and a temporal convolution network. The spatial convolution network is configured to process a window of per-cycle sequencing image sets and generate respective per-cycle spatial feature map sets. Trained coefficients of spatial convolution filters in spatial convolution filter banks of respective sequences of spatial convolution filter banks vary between sequences of spatial convolution layers in respective sequences of spatial convolution layers. The temporal convolution network is configured to process the per-cycle spatial feature map sets on a groupwise basis and generate respective per-group temporal feature map sets. Trained coefficients of temporal convolution filters in respective temporal convolution filter banks vary between temporal convolution filter banks in respective temporal convolution filter banks.', 'language': 'en', 'truncated': False}
 {'text': 'The technology disclosed relates to a system that comprises a spatial convolution network and a temporal convolution network. The spatial convolution network is configured to process a window of per-cycle sequencing image sets and generate respective per-cycle spatial feature map sets. Trained coefficients of spatial convolution filters in spatial convolution filter banks of respective sequences of spatial convolution filter banks vary between sequences of spatial convolution layers in respective sequences of spatial convolution layers. The temporal convolution network is configured to process the per-cycle spatial feature map sets on a groupwise basis and generate respective per-group temporal feature map sets. Trained coefficients of temporal convolution filters in respective temporal convolution filter banks vary between temporal convolution filter banks in respective temporal convolution filter banks.', 'language': 'en', 'truncated': False}] Bus network for artificial intelligence-based base caller",2025,10,patent,G06V10/454,
Intelligent audio control in vehicles,"[{'text': 'Systems, methods and apparatus of control delivery of audio content into a vehicle cabin where occupants of vehicles are located/seated. For example, a vehicle includes: at least one microphone configured to generate signals representing audio content presented in the cabin of the vehicle; an infotainment system having access to multiple sources of audio content; and an artificial neural network configured to receive input parameters relevant to audio control in the vehicle and generate, based on the input parameters as a function of time, predictions of audio pattern. The input parameters can include data representing the signals from the at least one microphone, data from the infotainment system, and/or at least one operating parameter of the vehicle. The vehicle is configured to adjust a setting of the infotainment system based at least in part on the predictions generated by the artificial neural network.', 'language': 'en', 'truncated': False}
 {'text': 'Systems, methods and apparatus of control delivery of audio content into a vehicle cabin where occupants of vehicles are located/seated. For example, a vehicle includes: at least one microphone configured to generate signals representing audio content presented in the cabin of the vehicle; an infotainment system having access to multiple sources of audio content; and an artificial neural network configured to receive input parameters relevant to audio control in the vehicle and generate, based on the input parameters as a function of time, predictions of audio pattern. The input parameters can include data representing the signals from the at least one microphone, data from the infotainment system, and/or at least one operating parameter of the vehicle. The vehicle is configured to adjust a setting of the infotainment system based at least in part on the predictions generated by the artificial neural network.', 'language': 'en', 'truncated': False}]","[{'text': 'Systems, methods and apparatus of control delivery of audio content into a vehicle cabin where occupants of vehicles are located/seated. For example, a vehicle includes: at least one microphone configured to generate signals representing audio content presented in the cabin of the vehicle; an infotainment system having access to multiple sources of audio content; and an artificial neural network configured to receive input parameters relevant to audio control in the vehicle and generate, based on the input parameters as a function of time, predictions of audio pattern. The input parameters can include data representing the signals from the at least one microphone, data from the infotainment system, and/or at least one operating parameter of the vehicle. The vehicle is configured to adjust a setting of the infotainment system based at least in part on the predictions generated by the artificial neural network.', 'language': 'en', 'truncated': False}
 {'text': 'Systems, methods and apparatus of control delivery of audio content into a vehicle cabin where occupants of vehicles are located/seated. For example, a vehicle includes: at least one microphone configured to generate signals representing audio content presented in the cabin of the vehicle; an infotainment system having access to multiple sources of audio content; and an artificial neural network configured to receive input parameters relevant to audio control in the vehicle and generate, based on the input parameters as a function of time, predictions of audio pattern. The input parameters can include data representing the signals from the at least one microphone, data from the infotainment system, and/or at least one operating parameter of the vehicle. The vehicle is configured to adjust a setting of the infotainment system based at least in part on the predictions generated by the artificial neural network.', 'language': 'en', 'truncated': False}] Intelligent audio control in vehicles",2025,10,patent,G05B13/027,
Automatically-generated labels for time series data and numerical lists to use in analytic and machine learning systems,"Techniques for performing analytics using automatically generated labels for time series data and numerical lists are disclosed. In some embodiments, a system loads a set of one or more time series datasets. A respective time series dataset may include a set of data points based on varying values of a metric of one or more computing resources over a window of time. The system assigns labels to a subset of the data points in the time series datasets. The label assigned to a given data point may be descriptive of a pattern reflected by the data point relative to other data points in the time series. The system further identifies a pattern of automatically assigned labels that is indicative of an event affecting the one or more computing resources. Responsive to identifying the pattern of labels, the system may trigger a responsive action.","Techniques for performing analytics using automatically generated labels for time series data and numerical lists are disclosed. In some embodiments, a system loads a set of one or more time series datasets. A respective time series dataset may include a set of data points based on varying values of a metric of one or more computing resources over a window of time. The system assigns labels to a subset of the data points in the time series datasets. The label assigned to a given data point may be descriptive of a pattern reflected by the data point relative to other data points in the time series. The system further identifies a pattern of automatically assigned labels that is indicative of an event affecting the one or more computing resources. Responsive to identifying the pattern of labels, the system may trigger a responsive action. Automatically-generated labels for time series data and numerical lists to use in analytic and machine learning systems",2025,10,patent,G06N20/00,
Method for analyzing an image of a dental arch,"A method for assessing the shape of an orthodontic aligner, said method comprising the following steps:
         a″) acquisition of at least one image at least partially representing the aligner in a service position in which it is worn by a patient, called “analysis image”;   b″) analysis of the analysis image by means of a deep learning device, preferably a neural network, trained by means of a learning base, so as to determine a value for at least one tooth attribute of an “analysis tooth zone” representing, at least partially, a tooth on said analysis image, the tooth attribute relating to a separation between the tooth represented by the analysis tooth zone, and the aligner represented on the analysis image, and/or
           for an image attribute of the analysis image, the image attribute relating to a separation between at least one tooth represented on the analysis image, and the aligner represented on said analysis image.","A method for assessing the shape of an orthodontic aligner, said method comprising the following steps:
         a″) acquisition of at least one image at least partially representing the aligner in a service position in which it is worn by a patient, called “analysis image”;   b″) analysis of the analysis image by means of a deep learning device, preferably a neural network, trained by means of a learning base, so as to determine a value for at least one tooth attribute of an “analysis tooth zone” representing, at least partially, a tooth on said analysis image, the tooth attribute relating to a separation between the tooth represented by the analysis tooth zone, and the aligner represented on the analysis image, and/or
           for an image attribute of the analysis image, the image attribute relating to a separation between at least one tooth represented on the analysis image, and the aligner represented on said analysis image. Method for analyzing an image of a dental arch",2025,10,patent,G06T2207/30036,
Systems and methods for assessing surgical ability,"Various of the disclosed embodiments relate to computer systems and computer-implemented methods for measuring and monitoring surgical performance, For example, the system may receive raw data acquired from the surgical theater, generate and select features from the data amenable to analysis, and then train a machine learning classifier using the selected features to facilitate subsequent assessment of other surgeons&#39; performances. Generation and selection of the features may itself involve application of a machine learning classifier in some embodiments. While some embodiments contemplate raw data acquired from surgical robotic systems, some embodiments facilitate assessments upon data acquired from non-robotic surgical theaters.","Various of the disclosed embodiments relate to computer systems and computer-implemented methods for measuring and monitoring surgical performance, For example, the system may receive raw data acquired from the surgical theater, generate and select features from the data amenable to analysis, and then train a machine learning classifier using the selected features to facilitate subsequent assessment of other surgeons&#39; performances. Generation and selection of the features may itself involve application of a machine learning classifier in some embodiments. While some embodiments contemplate raw data acquired from surgical robotic systems, some embodiments facilitate assessments upon data acquired from non-robotic surgical theaters. Systems and methods for assessing surgical ability",2025,10,patent,G16H40/20,
Parameter-based computer evaluation of user accounts based on user account data stored in one or more databases,"A user account evaluation system is disclosed for evaluating risk associated with a user account. The system may obtain user account data associated with many user accounts, select a statistically significant subset of the user accounts, and then process (e.g., to determine types of the user accounts, etc.) and analyze the subset of user accounts to generate a plurality of evaluation models. When a new user account is accessed by the system, user account data may be obtained for the new user account, and the new user account may be evaluated based on the plurality of evaluation models. Accordingly, a plurality of evaluation parameter scores may be generated for the new user account, each of which may indicate an amount of risk associated with the user account. Some embodiments of the present disclosure may include machine learning and/or artificial intelligence methods to improve evaluation of the user accounts.","A user account evaluation system is disclosed for evaluating risk associated with a user account. The system may obtain user account data associated with many user accounts, select a statistically significant subset of the user accounts, and then process (e.g., to determine types of the user accounts, etc.) and analyze the subset of user accounts to generate a plurality of evaluation models. When a new user account is accessed by the system, user account data may be obtained for the new user account, and the new user account may be evaluated based on the plurality of evaluation models. Accordingly, a plurality of evaluation parameter scores may be generated for the new user account, each of which may indicate an amount of risk associated with the user account. Some embodiments of the present disclosure may include machine learning and/or artificial intelligence methods to improve evaluation of the user accounts. Parameter-based computer evaluation of user accounts based on user account data stored in one or more databases",2025,10,patent,H04L63/08,
Image inspection systems and methods for integrating third party artificial intelligence platforms,"A system for enabling a plurality of different artificial intelligence models to be applied to image data acquired from one or more inspection systems. The system is configured to receive an instruction from an operator workstation to apply one of a plurality of different artificial intelligence (AI) models to an image representative of cargo. Further, an application program interface specific to that one AI model, is acquired. Further, the image is submitted to the AI model using the application program interface and data representative of a degree to which the cargo in the image corresponds to an expected type of cargo based upon descriptive data associated with the cargo, is received from the AI model. Thereafter, the data representative of the degree to which the cargo in the image corresponds to the expected type of cargo is transmitted to the operator workstation, to be displayed to an operator.","A system for enabling a plurality of different artificial intelligence models to be applied to image data acquired from one or more inspection systems. The system is configured to receive an instruction from an operator workstation to apply one of a plurality of different artificial intelligence (AI) models to an image representative of cargo. Further, an application program interface specific to that one AI model, is acquired. Further, the image is submitted to the AI model using the application program interface and data representative of a degree to which the cargo in the image corresponds to an expected type of cargo based upon descriptive data associated with the cargo, is received from the AI model. Thereafter, the data representative of the degree to which the cargo in the image corresponds to the expected type of cargo is transmitted to the operator workstation, to be displayed to an operator. Image inspection systems and methods for integrating third party artificial intelligence platforms",2025,10,patent,G06T2207/10116,
Dynamic buffer management in data-driven intelligent network,"Systems and methods for dynamic buffer management in switches that facilitate a data-driven intelligent networking system are provided. The system can accommodate dynamic traffic with fast, effective congestion control while providing efficient use of internal input buffer space.","Systems and methods for dynamic buffer management in switches that facilitate a data-driven intelligent networking system are provided. The system can accommodate dynamic traffic with fast, effective congestion control while providing efficient use of internal input buffer space. Dynamic buffer management in data-driven intelligent network",2025,10,patent,H04L69/28,
Predictive process control for a manufacturing process,"Aspects of the disclosed technology encompass the use of a deep learning controller for monitoring and improving a manufacturing process. In some aspects, a method of the disclosed technology includes steps for: receiving a plurality of control values from two or more stations, at a deep learning controller, wherein the control values are generated at the two or more stations deployed in a manufacturing process, predicting an expected value for an intermediate or final output of an article of manufacture, based on the control values, and determining if the predicted expected value for the article of manufacture is in-specification. In some aspects, the process can further include steps for generating control inputs if the predicted expected value for the article of manufacture is not in-specification. Systems and computer-readable media are also provided.","Aspects of the disclosed technology encompass the use of a deep learning controller for monitoring and improving a manufacturing process. In some aspects, a method of the disclosed technology includes steps for: receiving a plurality of control values from two or more stations, at a deep learning controller, wherein the control values are generated at the two or more stations deployed in a manufacturing process, predicting an expected value for an intermediate or final output of an article of manufacture, based on the control values, and determining if the predicted expected value for the article of manufacture is in-specification. In some aspects, the process can further include steps for generating control inputs if the predicted expected value for the article of manufacture is not in-specification. Systems and computer-readable media are also provided. Predictive process control for a manufacturing process",2025,10,patent,G05B2219/32195,
Intelligent wear leveling with reduced write-amplification for data storage devices configured on autonomous vehicles,"Systems, methods and apparatus of intelligent wear-leveling with reduced write-amplification for data storage devices configured on autonomous vehicles. For example, a data storage device of a vehicle includes: storage media components; a controller configured to store data into and retrieve data from the storage media components according to commands received in the data storage device; an address map configured to map between: logical addresses specified in the commands received in the data storage device, and physical addresses of memory cells in the storage media components; and an artificial neural network configured to receive, as input and as a function of time, operating parameters indicative a data access pattern, and generate, based on the input, a prediction to determine an optimized operation for wear leveling among memory cells in the data storage device. The controller is configured to perform the optimized operation for wear leveling based on the prediction.","Systems, methods and apparatus of intelligent wear-leveling with reduced write-amplification for data storage devices configured on autonomous vehicles. For example, a data storage device of a vehicle includes: storage media components; a controller configured to store data into and retrieve data from the storage media components according to commands received in the data storage device; an address map configured to map between: logical addresses specified in the commands received in the data storage device, and physical addresses of memory cells in the storage media components; and an artificial neural network configured to receive, as input and as a function of time, operating parameters indicative a data access pattern, and generate, based on the input, a prediction to determine an optimized operation for wear leveling among memory cells in the data storage device. The controller is configured to perform the optimized operation for wear leveling based on the prediction. Intelligent wear leveling with reduced write-amplification for data storage devices configured on autonomous vehicles",2025,10,patent,G06F2212/657,
"Systems, methods, and media for artificial intelligence process control in additive manufacturing","Systems, methods, and media for additive manufacturing are provided. In some embodiments, an additive manufacturing system comprises: a hardware processor that is configured to: receive a captured image; apply a trained failure classifier to a low-resolution version of the captured image; determine that a non-recoverable failure is not present in the printed layer of the object; generate a cropped version of the low-resolution version of the captured image; apply a trained binary error classifier to the cropped version of the low-resolution version of the captured image; determine that an error is present in the printed layer of the object; apply a trained extrusion classifier to the captured image, wherein the trained extrusion classifier generates an extrusion quality score; and adjust a value of a parameter of the print head based on the extrusion quality score to print a subsequent layer of the printed object.","Systems, methods, and media for additive manufacturing are provided. In some embodiments, an additive manufacturing system comprises: a hardware processor that is configured to: receive a captured image; apply a trained failure classifier to a low-resolution version of the captured image; determine that a non-recoverable failure is not present in the printed layer of the object; generate a cropped version of the low-resolution version of the captured image; apply a trained binary error classifier to the cropped version of the low-resolution version of the captured image; determine that an error is present in the printed layer of the object; apply a trained extrusion classifier to the captured image, wherein the trained extrusion classifier generates an extrusion quality score; and adjust a value of a parameter of the print head based on the extrusion quality score to print a subsequent layer of the printed object. Systems, methods, and media for artificial intelligence process control in additive manufacturing",2025,10,patent,B22F10/28,
